Id экзамена;Id вопроса;№ вопроса;Текст вопроса;Картинка из вопроса;Оценка экзаменатора;Транскрибация ответа;Ссылка на оригинальный файл запис
3373902;30626597;4;"<p>Вопрос устной части экзамена. Опишите картинку.</p>
<p> </p>
<p><strong>Ваше сообщение должно содержать следующую информацию. </strong><br><strong>– Что изображено на рисунке (место, время года и т.д.)? </strong><br><strong>– Кто изображён на рисунке? </strong><br><strong>– Что они делают? </strong><br><strong>– Расскажите подробнее о любом человеке, изображённом на рисунке. </strong><br><strong>– Сколько детей в вашей семье? Расскажите о них. </strong><br><strong>– Как Вы играете с детьми?</strong></p>
<p><strong><img src=""https://storage-public.odin.study/37a54d41-aade-4da2-a13d-6ab7d3ef8035.PNG"" width=""700"" height=""507""></strong></p>";https://storage-public.odin.study/37a54d41-aade-4da2-a13d-6ab7d3ef8035.PNG;0;следующую информацию что изображено на рисунке место время года и так далее кто изображен на рисунке что они делают расскажите подробнее о любом человеке изображенном на рисунке сколько детей вашей семье расскажите как вы играете детей в моей семье нет детей здесь есть I understand that the family came from the grandmother of the summer here are the kids more mature children the dog he is still young I'm bad luck I'm sorry I didn't see the glasses мне лучше кажется я не знаю что тут можно описать деревья девушки либо бабушки девушки бабушки дети приехали где бы салон бабушка это допустим взять а это может быть сноха или еще там детвора своих не учащему летом и говори не прошу;https://storage.yandexcloud.net/odin-exam-files-dataset/80b26cdd-87a6-4f83-abb2-34e43ebb0c34-3.MP3
3373906;30626685;1;<p>Вопрос устной части экзамена. Начните диалог.<br><strong>Вы пришли в посольство. Вам нужно оформить срочную визу. Узнайте, какие документы нужны для оформления.</strong></p>;;1;и сейчас мы с вами будем записывать ушную часть будет 4 вопроса и небольшая беседа на свободных тем задание 1 начните диалог вы пришли в посольство вам нужно оформить срочную визу узнаете какие документы нужны для оформления здравствуйте здравствуйте я бы хотела узнать какие документы нужны для оформления визы;https://storage.yandexcloud.net/odin-exam-files-dataset/b4d13f0f-3ecd-4dcc-91be-0b0adf7845ca-0.MP3
3373906;30626686;2;"<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.<br><br></p>
<p><strong>– Вы живёте в квартире или доме? Где находится это место? </strong><br><strong>– ... </strong><br><strong>– Это старый или новый дом? Сколько у Вас комнат? </strong><br><strong>– ... </strong><br><strong>– У Вас есть балкон?Как и когда Вы им пользуетесь? </strong><br><strong>– ... </strong><br><strong>– Как Вы обычно делаете ремонт?Вы это делаете сами или делают специалисты? </strong><br><strong>– ...</strong></p>";;2;задание 2 примите участие в диалоге ответьте на вопросы собеседника полными предложениями вы живете в квартире или доме где находится это место я живу в общежитии она находится по адресу [REDACTED_ADDRESS] это новое здание мы живем в студии у вас есть балкон как и когда вы им пользуетесь у нас есть балкон пользуемся баком и эта комната нам напоминать о тому что пгм все ContentProx то есть wasn't still a continue this а strength k bunu им пользоваться у нас есть балкон пользуемся beim чехла�agem рамка давайте delicious хотя бы волосы ему41 Sheikh a favorite большеидей posting Tahtag эта машина отдых дико Olivia of quickly when you can see everything однод sturjeohiter a great Ремонт пользуемся мы в теплые времена года, на зимние периоды мы его закрываем. Как вы обычно делаете ремонт? Вы это делаете сами или делают специалисты? Делают специалисты.;https://storage.yandexcloud.net/odin-exam-files-dataset/b4d13f0f-3ecd-4dcc-91be-0b0adf7845ca-1.MP3
3373906;30626687;3;<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы. <br><br><strong>Представьте ситуацию. У Вас дома не работает отопление. </strong><br><strong>Позвоните в городскую аварийную службу. Расскажите сотруднику, в чём у Вас проблема. Объясните, почему её важно решить срочно. Спросите, когда придёт мастер и сколько будет стоить его работа. Поблагодарите за полученную информацию, попрощайтесь.</strong></p>;;1;Задание 3. Начните диалог. Получите нужную вам информацию, будьте вежливы. Представьте ситуацию. У вас дома не работает отопление. Позвольните в городскую аварийную службу, расскажите сотруднику, в чем у вас проблема, объясните, почему ее важно решить срочно, спросите, когда придет мастер и сколько будет стоить его работа. Поблагодарите за полученную информацию, попрощайтесь. Здравствуйте. Я звоню вам по поводу того, что у меня не работают, не греют батареи, хотя очень холодно. Я и подкручивала, и пыталась найти решение проблемы в интернете, но у меня ничего не получается. Скажите, пожалуйста, как можно связаться с мастером, в какие периоды времени он может приехать на данный адрес? Вы можете оставить заявку на то, чтобы пришел мастер, и работа его будет стоить 500 рублей в час. Хорошо, спасибо. Где я могу оставить заявку? Заявку можете оставить сейчас в телефонном регуле. Хорошо.;https://storage.yandexcloud.net/odin-exam-files-dataset/b4d13f0f-3ecd-4dcc-91be-0b0adf7845ca-2.MP3
3373906;30626688;4;"<p>Вопрос устной части экзамена. Опишите картинку.<br><strong>Ваше сообщение должно содержать следующую информацию. </strong><br><strong>– Что изображено на фотографии (место и т.д.)? </strong><br><strong>– Кто изображён на фотографии? </strong><br><strong>– Что делают эти люди? </strong><br><strong>– Расскажите подробнее о любом человеке на фотографии. </strong><br><strong>– А Вы любите/умеете рисовать? </strong><br><strong>– Как Вы можете помочь ребёнку научиться рисовать?</strong></p>
<p><strong><img src=""https://storage-public.odin.study/e6a7b685-191b-4a3b-9a71-d36b8ee66306.PNG"" width=""819"" height=""547""></strong></p>";https://storage-public.odin.study/e6a7b685-191b-4a3b-9a71-d36b8ee66306.PNG;1;Что изображено на фотографии, место и так далее. Кто изображен на фотографии, что делают эти люди. Расскажите подробнее о любом человеке на фотографии. На фотографии изображена, скорее всего, мама и ее ребенок, либо же, может быть, это няня. Либо же, это ее воспитанник. Либо же, также, может быть, воспитатель детского сада. Почему бы и нет. Они рисуют и играются, получается. Что еще можно сказать? Они рисуют просто. У них тут открыты краски. Скорее всего, это пустыня. Это плаш. Место это, скорее всего, дом. Возможно. А вы любите, умеете рисовать? Да, я закончила художественную школу. У меня есть диплом о художественном образовании. Как вы можете помочь ребенку научиться рисовать? Через игры также. К примеру, попросить ребенка нарисовать какими-нибудь красками, что ему сегодня приснилось, или что он видит за окном. Попробовать изобразить каких-нибудь мультипликационных персонажей. Также. Что еще? Все? Да. Угу. Думаю, я capable.;https://storage.yandexcloud.net/odin-exam-files-dataset/b4d13f0f-3ecd-4dcc-91be-0b0adf7845ca-3.MP3
3373907;30626723;1;"<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>
<p><strong>Вы пришли в больницу, чтобы пройти обследование. Узнайте, когда </strong><strong>принимает врач, и скажите, что Вам нужно.</strong></p>";;1;из четырех заданий. Угу. Вы должны будете внимательно послушать меня. Задания будут перед вами на экране. И давать полные ответы. Так. Вы приперваны с нашей задания. Вам нужно начать диалог. Вы пришли в больницу, чтобы пройти обследование. Узнайте, когда принимает врач, скажите, что вам нужно. Здравствуйте! Меня зовут Походяев. Меня болит. Что? Когда можно принимать врач? В какое-то время. Здравствуйте! Вы можете записаться на завтра на 9 утра. Хорошо. Спасибо. Угу.;https://storage.yandexcloud.net/odin-exam-files-dataset/da65cd5e-74e8-4fda-98a0-1e75d0649b32-0.MP3
3373907;30626724;2;"<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>
<p><strong>– Как зовут Вашего лучшего друга или подругу? Где Вы познакомились? Какой Ваш друг/подруга (внешность, характер, хобби)? </strong><br><strong>– … </strong><br><strong>– Как Вы обычно проводите свой отпуск? Где Вы отдыхали в последний раз? Что Вам больше всего понравилось? </strong><br><strong>– … </strong><br><strong>– Чем занимаются Ваши родные (родители, братья, сёстры)? Вы часто встречаетесь? Что Вы обычно делаете вместе? </strong><br><strong>– …</strong></p>";;1;Следующее задание. Имейте участие в диалоге. Ответьте на вопросы собеседника полными предложениями. Как зовут вашего лучшего друга или подругу? Где он? Где вы познакомились? Какой ваш друг, подруга, внешность, характер, хобби? Здравствуйте! Мой друг зовут Батержан. Мы познакомились в школе. Он хороший, добрый человек. Как вы обычно проводите свой отпуск? Где вы отдыхали в последний раз? Что вам больше всего понравилось? Я в свой отпуск много гуляю по городу. Я в последний раз был в Душанбе. Мне понравился рынок и парк. Отдыхаю много с друзьями. У нас много разных людей. Мы играем в футбол и смотрим фильмы. Угу. Чем занимаются ваши родные? Родители, братья, сестры? Вы часто встречаетесь? Что вы обычно делаете вместе? Мои родители работают в школе в Таджикистане. И брат и сестры работают в школе. На поле. Угу. Мы встречаемся когда выходной. И я когда прилетаю в Таджикистан, мы съезжаем на одно место. Угу. И все. Угу. Хорошо.;https://storage.yandexcloud.net/odin-exam-files-dataset/da65cd5e-74e8-4fda-98a0-1e75d0649b32-1.MP3
3373907;30626725;3;"<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>
<p><strong>Представьте ситуацию. Вы пришли в агентство по продаже авиабилетов. </strong><br><strong>У Вас есть билет на самолёт, но Вы не можете лететь. </strong><br><strong>Поздоровайтесь. Объясните в агентстве по продаже авиабилетов, что Вы хотите сдать свой билет, укажите причину. Уточните, можно ли это сделать бесплатно. Поблагодарите за полученную информацию и оцените работу менеджера.</strong></p>";;1;Задание 3. Начните диалог. Получите нужную вам информацию. Будьте вежливы. Представьте ситуацию. Вы пришли в агентство по продаже авиабилетов. У вас есть билет на самолет, но вы не можете лететь. Поздоровайтесь. Объясните в агентстве по продаже авиабилетов, что вы хотите сдать в свой билет. Укажите причину. Уточните, можно ли это сделать бесплатно. Поблагодарите за полученную информацию и оцените работу менеджера. Здравствуйте, меня зовут. Здравствуйте. Меня зовут Бахадир. Очень приятно. Я хочу вернуть свой билет. У меня проблемы. Здоровье. Угу. Можно ли это делать бесплатно? К сожалению, бесплатно не получится. 15 процентов. 15 процентов от стоимости билета мы удержим. Спасибо вам за информацию. Угу. Здоровья. Вы тоже не болейте. Так.;https://storage.yandexcloud.net/odin-exam-files-dataset/da65cd5e-74e8-4fda-98a0-1e75d0649b32-2.MP3
3373907;30626726;4;"<p>Вопрос устной части экзамена. Опишите картинку.</p>
<p> </p>
<p><strong>Ваше сообщение должно содержать следующую информацию. <br>– Что изображено на рисунке (место, время года и т.д.)? <br>– Кого Вы видите на рисунке? <br>– Что делают эти люди? <br>– Расскажите подробнее о любом человеке, изображённом на рисунке.<br>– Как Вы думаете, какой это человек? <br>– Как Вы проводите своё свободное время?<br></strong></p>
<p><strong><img src=""https://storage-public.odin.study/8e72cc01-6efb-45ea-b2e7-7999291212da.PNG"" width=""658"" height=""385""></strong></p>";https://storage-public.odin.study/8e72cc01-6efb-45ea-b2e7-7999291212da.PNG;0;Вам нужно описать картинку. Вот она у вас перед экраном. На экране. Ваше сообщение должно содержать следующую информацию. Что изображено на рисунке? Место, время года и так далее. Кого вы видите на рисунке? Что делают эти люди? Расскажите подробнее о любом человеке, изображенном на рисунке. И потом нужно ответить на вопросы. Как вы думаете, какой это человек? Как вы проводите свое свободное время? Изображено рисунки в парке. Люди, некоторые отдыхают, некоторые спортом занимаются. Время года? Лето, наверное. Угу. Я посмотрю, женщина бегает, шелтер шапка и фиолетовая майка. И синие штаны. Он бегает, она бегает. Она занимается спортом. Угу. Угу. Хорошо. Все. Все? Да. Вы внимательно прочитайте план еще раз, посмотрите все ли сказали. Хорошо. Спасибо. Спасибо. Спасибо. Спасибо. Ну хорошо. Скажите, как вы проводите свое свободное время? Я проводю свое свободное время. Я гуляю в городах, в парках, смотрю фильмы, кинотеатры с друзьями. Спортом занимаюсь, я люблю играть в футбол, играю в футбол. И в это время еще посмотрю свою любимую команду, чтобы будет играть в футбол. Вы в кинотеатр ходите, а какой последний фильм вы посмотрели? Я посмотрел много фильмов, мне понравился. Фантастический, я люблю фантастический фильм. Я люблю посмотреть фантастические, потому что показывают вообще другой, как можно сказать, другой. Какая страна, как-то нам будет это. Я люблю фантастический фильм. А смотрите любимую команду в футбольную, соревнования смотрите? Не помню. Вы говорите, любите посмотреть любимую команду. Футбольную команду? Да, футбольную команду. А смотрите что, соревнования по телевизору на стадионе? Много по телевизору. Смотрите на таджикском языке? На русском языке. Все понимаете, да? Да, я понимаю. Ну хорошо, мы завершаем наш экзамен.;https://storage.yandexcloud.net/odin-exam-files-dataset/da65cd5e-74e8-4fda-98a0-1e75d0649b32-3.MP3
3373908;30626761;1;"<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>
<p><strong>Вы заболели и не можете прийти на день рождения друга. Извинитесь. Задайте другу вопрос о подарке. </strong></p>";;0;Итак, задание 1. Начните диалог. Вы заболели и не можете прийти на день рождения друга. Извинитесь, задайте другу вопрос о подарке. Здравствуйте, Гуля. Сегодня я заболела. А у меня температура есть. Можно тебя отправлять к подаркам? Тебе то, к курьеру. Ну, хорошо. День рождения у тебя. С день рождения. Удачи тебе всю жизнь. Спасибо.;https://storage.yandexcloud.net/odin-exam-files-dataset/6383dfd5-4201-454c-bf28-e0ae0d2fb00f-0.MP3
3373908;30626762;2;"<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>
<p><strong>– Блюда какой кухни Вы любите? Почему? </strong><br><strong>– … </strong><br><strong>– Что Вы умеете готовить? </strong><br><strong>– … </strong><br><strong>– Какое любимое блюдо в Вашей семье? </strong><br><strong>– … </strong><br><strong>– Вы ходите в рестораны и кафе? В какие? Если не ходите, то почему? </strong><br><strong>– …</strong></p>";;1;Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями. Блюдо какой кухни вы любите? Почему? Я люблю азербайджанские кухни. Я люблю наши кухни. Люблю тома, полу, шашлыки, блюля. Потому что... Наш родник... У нас родина кухня. Что вы умеете готовить? Я умею готовить плов дома. Пеку хлеб, сладкий торт, кекс. Какое любимое блюдо в вашей семье? Мой любимый... Моя семья очень любит пиццу и плов. Вы ходите в рестораны и кафе? Какие? Если не ходите, то почему? Да, мы каждый выходных день в русские кафе ездили. Мы заказали кафе, чай, сладкий кекс. Хорошо, не волнуйтесь, все нормально.;https://storage.yandexcloud.net/odin-exam-files-dataset/6383dfd5-4201-454c-bf28-e0ae0d2fb00f-1.MP3
3373908;30626763;3;"<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>
<p><strong>Представьте ситуацию. Вы пришли в магазин и хотите купить новый холодильник. </strong><br><strong>Обратитесь к менеджеру магазина. Попросите его посоветовать Вам хороший товар. Расспросите о его достоинствах и недостатках. Узнайте, можно ли оформить рассрочку и какие документы для этого нужны. Поблагодарите за предоставленную информацию.</strong></p>";;0;Следующее задание. Начните диалог. Получите нужную вам информацию. Будьте вежливы. Представьте ситуацию. Вы пришли в магазин и хотите купить новый холодильник. Обратитесь к менеджеру магазина. Попросите его посоветовать вам хороший товар. Расспросите его о достоинствах и недостатках. Узнайте, можно ли оформить рассрочку и какие документы для этого нужны. Поблагодарите за предоставленную информацию. Здравствуйте, Тим. Здравствуйте. Мне нужен двухкамерный холодильник. Какой хороший? Скажите, пожалуйста. У нас есть хорошие холодильники фирмы Хайер. А какой документ нужно, чтобы купить? документ. Собственно, если вы покупаете за наличные деньги, то документ не нужен. Ну, я хочу наличкой. Наличкой? Да. Ну, хорошо. Все.;https://storage.yandexcloud.net/odin-exam-files-dataset/6383dfd5-4201-454c-bf28-e0ae0d2fb00f-2.MP3
3373908;30626764;4;"<p>Вопрос устной части экзамена. Опишите картинку.</p>
<p><img src=""https://storage-public.odin.study/6383f52e-5d09-41ae-ad2d-81179b549d10.PNG"" width=""716"" height=""414""></p>
<p><strong>Ваше сообщение должно содержать следующую информацию: </strong><br><strong>– Что изображено на рисунке (место, время года и т.д.)? </strong><br><strong>– Кто изображён на рисунке? </strong><br><strong>– Что они делают? </strong><br><strong>– Расскажите подробнее о любом человеке, изображённом на рисунке. </strong><br><strong>– А Вы любите путешествовать? </strong><br><strong>– Где Вы уже побывали?</strong></p>";https://storage-public.odin.study/6383f52e-5d09-41ae-ad2d-81179b549d10.PNG;0;Так, следующее задание. Опишите картинку. Ваше сообщение должно содержать следующую информацию. Что изображено на рисунке? Место, время года и так далее. Кто изображен на рисунке? Что они делают? Расскажите подробнее о любом человеке, изображенном на рисунке. И ответьте на вопросы. Вы любите путешествовать? Где вы уже побывали? Я вижу это картинка от Варда. С утра. Люди много. Кто-то бежит, кто-то уезжает. Парень, девочка обнимется. Женщина беременная. Мужчина смотрит часы. Мальчик рядом папы. А девочка стоит рядом мамы. Мальчик бегает в выход. Парень, девочка встречает. Парень, есть большая камера. А в авто... камера и большой... фотокамера и большой рюкзак. Женщина одевала брык, шапку одевала. Большой рюкзак есть. У меня модная девочка есть. Она одевала короткое белое юбко, черная майка, длинные светлые волосы. Шапка одевала. Она большой. Она... Она большая. Чемоданчик есть, подарка есть. Она модная девочка. И она приехала в гости. И подарка куплю. Да, я люблю... Я люблю путешествия. Я была в Азербайджане и России. В Москве. В Москве. В Москве, Норильске и Красноярске. В Москве, Норильске и Красноярске. А в Азербайджане в каких вы городах были? Я была в Едебейский район. И Баку была. Баку это столица Азербайджана? Да. Красивый город? Очень красивая. Что можно посмотреть в Баку? Какие достопримечательности? Большое море есть. Жарко. Большой кинотеатр есть. Спортивный большой зал есть. А исторические какие-то достопримечательности есть? Связанные с историей. Об истории страны и города. Да, есть. Город Кянзи есть. Университет есть большой. История. А какие сувениры можно привезти? В Кянзи есть. Университет есть большой. История. Что можно привезти из Азербайджана? Флаг. Маленький флаг. Маленький флаг красный. Еще я ... ... ... ... ... ... ... ... В Азербайджане растут розы? Конечно. А сладости какие можно привезти из Азербайджана? Бахлава, шакербура, ша...этот...ээ...еще... ...еще есть, я забыла. А если вы поедете из России в Азербайджан, какие вы привезете из России сувениры или подарки друзьям? ... ... ... Если вы поедете на Костюм... ... ... ... ... ... ... ... ... ... ... ... ... до российский шоколад даже написано российский шоколад очень любит за пожар все люди очень любит российский шоколад потому настоящие спасибо вам тоже спасибо обращаем учусь часть;https://storage.yandexcloud.net/odin-exam-files-dataset/6383dfd5-4201-454c-bf28-e0ae0d2fb00f-3.MP3
3373909;30626799;1;<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог. <br><strong>Вы пришли в миграционную службу. Вам нужно оформить миграционную карту. Объясните ситуацию и попросите дать Вам бланк.</strong></p>;;0;Задание 1. Начните диалог. Вы пришли в миграционную службу, вам нужно оформить миграционную карту. Объясните ситуацию и попросите дать вам бланк. Чтобы я смог снять бланк подел uagiziseありがとうございました to be a maybe in the pool . После получения бланка derechos de candidato, centuries at stake, управляем тем, кто coal initiative. Для меня separate team, �инюсен номер один от всего между созида!неροбитные птицы of a button 2镜яу Consul drink...... Что вы говорите? Ваш какого веса? Счастье воздействует на меня! Зачем вы постарались? Отдать бланк и пополнить миграционную карту. Оформить миграционную карту.;https://storage.yandexcloud.net/odin-exam-files-dataset/fedf960d-8fe4-4dfe-aeb3-b6e1d19ea153-0.MP3
3373909;30626800;2;"<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>
<p><strong>– Как зовут Вашего лучшего друга или подругу? Где Вы познакомились? Какой Ваш друг/подруга (внешность, характер, хобби)? </strong><br><strong>– … </strong><br><strong>– Как Вы обычно проводите свой отпуск? Где Вы отдыхали в последний раз? Что Вам больше всего понравилось? </strong><br><strong>– … </strong><br><strong>– Чем занимаются Ваши родные (родители, братья, сёстры)? Вы часто встречаетесь? Что Вы обычно делаете вместе? </strong><br><strong>– …</strong></p>";;1;Задание 2. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями. Как зовут вашего лучшего друга или подругу? Где вы познакомились? Какой ваш друг, подруга? Внешность, характер, хобби? Моего лучшего друга зовут Ваня. Мы встретились в центре, около ресторана. Мой друг по характеру и внешности хорошо выглядит. Хороший характер. Хобби – любить музыку. Как вы обычно проводите свой отпуск? Где вы отдыхали в последний раз? Что вам больше всего понравилось? Мы отдыхали на родине, около моря, горы. Хорошо провели время. Чем занимаются ваши родные? Родители, братья, сестры? Вы часто встречаетесь? Что вы обычно делаете вместе? Мои родные, родители. Они занимаются строительством. Мама работает бухгалтером. Брат учится. Сестра тоже учится в родине. И как бы один раз в год мы собираемся на родине, приезжаем все вместе. Хорошо. Хорошо. Приведем время.;https://storage.yandexcloud.net/odin-exam-files-dataset/fedf960d-8fe4-4dfe-aeb3-b6e1d19ea153-1.MP3
3373909;30626801;3;"<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.<br><br></p>
<p><strong>Представьте ситуацию. Вы пришли в медицинский центр. Вам необходимо </strong><strong>оформить медицинскую книжку. </strong><br><strong>Поздоровайтесь. </strong><strong>Узнайте у администратора, как можно оформить медицинскую книжку в этом центре. Поблагодарите за полученную информацию и оцените работу с Вами как с посетителем центра.</strong></p>";;0;Создание 3. Начните диалог. Получите нужную вам информацию. Будьте вежливы. Представьте ситуацию. Вы пришли в медицинский центр. Вам необходимо оформить медицинскую книжку. Поздоровайтесь. Узнайте у администратора, как можно оформить медицинскую книжку в этом центре. Поблагодарите за полученную информацию и оцените работу с вами как с посетителем центра. Здравствуйте, мне необходимо оформить медицинскую книжку. Вам помогите, как можно оформить медицинскую книжку в этом центре? Для оформления медицинской книжки сейчас вам понадобится только паспорт. Паспорт показывает или как? Давайте паспорт. Нет. Спасибо за полученную информацию. Спасибо за хорошую работу.;https://storage.yandexcloud.net/odin-exam-files-dataset/fedf960d-8fe4-4dfe-aeb3-b6e1d19ea153-2.MP3
3373909;30626802;4;"<p>Вопрос устной части экзамена. Опишите картинку.</p>
<p> </p>
<p><strong>Ваше сообщение должно содержать следующую информацию. </strong><br><strong>– Что изображено на рисунке (место, время года и т.д.)? </strong><br><strong>– Кто изображён на рисунке? </strong><br><strong>– Что они делают? </strong><br><strong>– Расскажите подробнее о любом человеке, изображённом на рисунке. </strong><br><strong>– Сколько детей в вашей семье? Расскажите о них. </strong><br><strong>– Как Вы играете с детьми?</strong></p>
<p><strong><img src=""https://storage-public.odin.study/37a54d41-aade-4da2-a13d-6ab7d3ef8035.PNG"" width=""700"" height=""507""></strong></p>";https://storage-public.odin.study/37a54d41-aade-4da2-a13d-6ab7d3ef8035.PNG;0;Задание 4. Опишите картинку. Ваше сообщение должно содержать следующую информацию. Что изображено на рисунке? Место, время года и так далее. Кто изображен на рисунке? Что они делают? Расскажите подробнее о любом человеке, изображенном на рисунке. На рисунке изображена семья, где хорошо проводят время. Дети играют с внуком. Дети играют с внуком. Братья по посуду притирают. Собака спит. У них в семье 4 ребенка. Дети играют с внуком. Они хорошо проводят время. Они хорошо проводят время. Все.;https://storage.yandexcloud.net/odin-exam-files-dataset/fedf960d-8fe4-4dfe-aeb3-b6e1d19ea153-3.MP3
3373910;30626837;1;"<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>
<p><strong>Вы увидели объявление о работе и хотите получить её. Позвоните и узнайте, какие требования предъявляет работодатель к соискателю. </strong></p>";;1;Задание 1. Начните диалог. Вы увидели объявление о работе и хотите получить ее. Позвоните и узнаете, какие требования предъявляет работодатель. Добрый день. Здравствуйте. Я увидела ваше объявление и хотела бы узнать по вакансии, какие у вас требования, заработная плата интересует. Расскажите, пожалуйста. Конечно. Требования коммуникабельность, грамотность, наличие высшего образования, заработная плата от 40 000. Спасибо большое. Когда можно подойти на собеседование? Можете подойти завтра в 3 часа. Спасибо. Хорошо. Спасибо большое. Тогда я к вам подойду. Номер телефона нужен? Да. Запишите, пожалуйста. 839-442-5059. Завтра буду. Хорошо. Договорились.;https://storage.yandexcloud.net/odin-exam-files-dataset/2ed41c6e-fbe6-46d1-87f7-962dc0df0713-0.MP3
3373910;30626838;2;"<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.<br><br></p>
<p><strong>– Вы живёте в квартире или доме? Где находится это место? </strong><br><strong>– ... </strong><br><strong>– Это старый или новый дом? Сколько у Вас комнат? </strong><br><strong>– ... </strong><br><strong>– У Вас есть балкон?Как и когда Вы им пользуетесь? </strong><br><strong>– ... </strong><br><strong>– Как Вы обычно делаете ремонт?Вы это делаете сами или делают специалисты? </strong><br><strong>– ...</strong></p>";;2;Вы живете в квартире или доме? Где находится это место? Я живу в квартире. Это на шестом этаже. Находится это в городе Красноярск. Ульяновский проспект, дом 6. Второй подъезд. Это старый или новый дом? Сколько у вас комнат? Комнат у меня 2. Дом до 2000 года постройки. У вас есть балкон? Как и когда вы им пользуетесь? Балкон есть. Пользуюсь им достаточно часто. Мне очень нравится выходить туда почти каждый вечер, когда есть красивые закаты. Как вы обычно делаете ремонт? Вы это делаете сами или делают специалисты? Я стараюсь нанимать специалистов, потому что если делаю ремонт, то делаю его сразу под ключ. Масштабный ремонт.;https://storage.yandexcloud.net/odin-exam-files-dataset/2ed41c6e-fbe6-46d1-87f7-962dc0df0713-1.MP3
3373910;30626839;3;"<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.<br><br></p>
<p><strong>Представьте ситуацию. Вы пришли в медицинский центр. Вам необходимо </strong><strong>оформить медицинскую книжку. </strong><br><strong>Поздоровайтесь. </strong><strong>Узнайте у администратора, как можно оформить медицинскую книжку в этом центре. Поблагодарите за полученную информацию и оцените работу с Вами как с посетителем центра.</strong></p>";;1;Задание 3. Начните диалог. Получите нужную вам информацию, будьте вежливы. Представьте ситуацию. Вы пришли в медицинский центр. Вам необходимо оформить медицинскую книжку. Поздоровайтесь. Узнайте у администратора, как можно оформить медицинскую книжку в этом центре. Поблагодарите за полученную информацию и оцените работу с вами, как с посетителем центра. Добрый день. Здравствуйте. Подскажите, пожалуйста, как и где я могу вас оформить медицинскую книжку? Каждый день с 7 до 10 утра в регистратуре. А через вас можно записаться, либо это прямо напрямую в регистратуру, а не в дуэт-аланчике? Напрямую в регистратуру за талончиком. Спасибо большое за информацию. Всего хорошего. Доброго вам дня.;https://storage.yandexcloud.net/odin-exam-files-dataset/2ed41c6e-fbe6-46d1-87f7-962dc0df0713-2.MP3
